rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"3,5 Zimmer",100 m²,CHF 2190.—,CHF 1890.—,2572,Unterdorfstrasse 18,Mörigen,2017,"Exklusive Dach-Wohnung  in neu (2017) erstellter Liegenschaft in Mörigen zu vermieten.Die Liegenschaft profitiert von einer einzigartigen Lage. Das regional steuergünstige Mörigen gehört zu einem der beliebtesten Wohnorte im Seeland und gilt als „Goldschatz“ oder als „Perle am Bielersee“. Aufgrund der im Vergleich zu den Nachbarsgemeinden deutlich tieferen Steuern sind Einsparungen bis zu Fr. 500.-/Monat möglich (je nach individueller Situation).Die Wohnung ist hochstehendend ausgestattet und verfügt über ausserordentliche Vorzüge:schöner BalkonDampfgarer, Vakuumierschublade, Weintemperierschrank, Amerikanischer Side-by-Side KühlschrankGrosszügiges Badezimmer mit Dusche und BadWaschmaschine und Tumbler in der WohnungElektrische Storen und SonnenstorenWellnessbereich (gemeinsam genutzt)Wasser-EnthärtungsanlageEinstellhallenplätze und Fahrradständer mit Strom-Anschlussuvm.Zur Wohnung können Parkmöglichkeiten (Einstellhallenplatz, Aussenparkplatz) gemietet werden.Gerne stehen wir Ihnen für weitere Informationen zur Verfügung.",True,False,True,False,False,False,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-moerigen/7085356
"3,5 Zimmer",No information,CHF 1445.—,CHF 1240.—,2503,Stämpflistrasse 101,Biel/Bienne,2022,"Diese grosszügige 3.5-Zimmer Wohnung im beliebeten Quartiere der Stämpflistrasse nahe dem neuen Naherholungsgebiet der Schüss weiss mit folgenden Eigenschaften zu überzeugen:Grosse Küchem mit Granitabdeckung und vielen SchränkenNeu saniertes Badezimmer mit ""italienischer"" DuscheGrosszügiger und lichtdurchfluteter GrundrissParkett- und PlattenbödenEingangsbereich mit WandschränkeKellerabteilEinstellhallenplätze können dazu gemietet werden.Mietkaution: 3 Bruttomonatsmieten (Firstcaution möglich)Für eine Besichtigung oder Fragen zögern Sie nicht uns zu kontaktieren.Ihr Ottimmo AG Teamo",True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7106642
3 Zimmer,78 m²,CHF 1190.—,CHF 940.—,2533,Neu'Chemin 3A,Evilard,2021,"2021 sanierte 3-Zimmerwohnung im 1. OG mit seitlicher Weitsicht in ruhigem Quartier in der beliebten Gemeinde Leubringen.Moderne Küche mit grossem Kühlschrank, Geschirrspüler und GlaskeramikBadezimmer mit BadewanneHochwertige Platten- und ParkettbödenPraktische Wandschränke im EingangMietkaution: 3 Bruttomonatsmieten (Firstcaution möglich)Bitte nehmen Sie zur Kenntnis, dass diese Wohnung leider über keinen Balkon verfügt.Gerne stehen wir Ihnen für weitere Auskünfte oder Besichtigungen zur Verfügung.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-evilard/7106637
"3,5 Zimmer",70 m²,CHF 1350.—,CHF 1150.—,2502,Bahnhofstrasse 38,Biel/Bienne,No information,"Diese schöne 3.5-Zimmerwohnung im 5. Stock der Liegenschaft an der Bahnhofstrasse 38 in Biel überzeugt mit folgenden Eigenschaften:Moderne offene Küche, mit Granitabdeckung  und Glaskeramik, grosser Kühlschrank und Geschirrspühler.Modernes Badezimmer mit Badewanne.Einbauschränke und Reduit.Platten- und Parkettböden.Die Liegenschaft verfügt über einen Lift.Mietkaution: 3 Brutto-Mietzinse. (Firstcaution ist möglich)Bitte nehmen Sie zur Kenntnis, dass diese Wohnung kein Balkon hat.Greifen Sie bei diesem seltenen Angebot zu und kontaktieren Sie uns für eine Besichtigung.",False,False,True,True,False,True,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7106633
"4,5 Zimmer",85 m²,CHF 1700.—,CHF 280.—,3122,Hagwiesenstrasse 6,Kehrsatz,2022,"Wir vermieten eine 4.5-Zimmerwohnung mit grosszügiger Raumaufteilung und praktischem Grundriss von 85m² in der familienfreundlichen Siedlung Hagwiese ab 01.08.2022. Die Wohnung befindet sich im 1. Obergeschoss in einem 6-Parteienhaus an der Hagwiesenstrasse 6, 3122 Kehrsatz. Die Überbauung Hagwiese hat einen eigenen Kindergarten – direkt vor der eigenen Haustüre.Die Wohnung verfügt über:eine halboffene Küche mit Arbeitsflächen, Einbauschränken und einer Durchreiche, Glaskeramikkochfeld sowie Backofen, Geschirrspüler und grossem Kühlschrank inkl. GefrierschrankHeller und geräumiger Ess-/Wohnbereich (grosse Fensterfront)Helle Laminatböden in einheitlicher Optik in sämtlichen ZimmernModerne Deckenleuchten installiert in allen RäumenAlle Fenster verfügen über LamellenstorenDoppelte Nutzungsmöglichkeit dank einer Duschbadewanne, beleuchteter Doppel-Spiegelschrank und Doppel-Lavabo inkl. robustem Bodenbelag in elegantem dunkelgrauSepariertes WC mit Lavabo1 Elternschlafzimmer, zwei weiteren (Kinder-)Zimmern, wobei eines als Heimbüro/Gästezimmer genutzt werden kannBreiter Flur/Eingangsbereich mit eingebautem Garderobenschrank inkl. Verstauraum für Staubsauger, Putzmittel etc.Sonnendurchfluteter BalkonPrivates KellerabteilDie Wohnung wird komplett neu gestrichenZur Mitbenützung stehen zur Verfügung:Waschmaschine und ein TrocknungsraumAbstellraum für FahrräderDie sehr gepflegte Umgebungsanlage Hagwiese bietet folgende Vorzüge – exclusiv für die Hagwiesen-Bewohner:Aussenschwimmbad inkl. schöner Gartenanlage und Vorort-WC (kostenlose Mitbenützung)SaunaSchöner Kinderspielplatz (kostenlose Mitbenützung)Aussengrillplatz mit Festbänken direkt neben dem Aussenschwimmbad (kostenlose Mitbenützung)Autowaschplatz in der Einstellhalle (kostenlose Mitbenützung)Kindertagesstätte, Schule, Einkaufsmöglichkeiten, Post, öffentlicher Verkehrsmittel (Bahn + Postauto) befinden sich in der Nähe. In 8 Min. erreicht man den Bahnhof Kehrsatz zu Fuss und trifft nach einer 15 Min. Zugfahrt in Bern Bahnhof ein.In ca. 10km befindet sich die Region um Riggisberg, welche ein beliebtes Naherholungs- und Wandergebiet ist. Von den Hügeln bieten sich schöne Ausblicke auf die Voralpen der Gantrisch- und Stockhorn-Kette sowie auf die Berner Alpen.Die Liegenschaft verfügt über keinen Lift.Die 4.5-Zimmerwohnung im 1. Obergeschoss kostet Fr. 1'420.00 Nettomietzins + Akonto HK/NK Fr. 280.00 pro Monat.Zusätzlich kann ein Aussenparkplatz für Fr 80.00 pro Monat gemietet werden.",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-kehrsatz/7106623
3 Zimmer,85 m²,CHF 950.—,CHF 790.—,3126,Moosstrasse 39,Kaufdorf,2022,"Grosszügige, sonnige, helle 3 Zimmer-Wohnung, teilrenoviert, mit üblichem Komfort,mit grosser Laube in Altbau, zentral gelegen Nähe Bahnhof. Heizung mit Holz oder elektrisch im Mietpreis nicht einbegriffen (zusätzlich ca CHF 120.-)",True,True,False,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-kaufdorf/7106364
"3,5 Zimmer",100 m²,CHF 950.—,CHF 750.—,2710,Grand-Rue 39,Tavannes,No information,"Très bel appartement avec cachet, grand jardin, ensolleilé, proche de toutes commodités.",False,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-tavannes/7106309
"3,5 Zimmer",81 m²,CHF 1600.—,CHF 1350.—,4934,Lindenweg 3b,Madiswil,2015,"Wir vermieten per 1. Juli 2021 diese 3.5-Zimmer-Wohnung inmitten von Madiswil.Dies kann bald Ihr neues Zuhause werden mit einer sehr grosser Dachterrasse von 41m2.Die Überbauung besticht durch den modernen und hohen Ausbaustandard sowie die ruhige und idyllische Lage, angrenzend an eine intakte Naturlandschaft. Eine Primarschule liegt nur ein paar Meter weiter von der Liegenschaft. Auch Einkaufsmöglichkeiten, Post und Bahnhof können innerhalb weniger Minuten zu Fuss erreicht werden.Alle Wohnungen sind lichtdurchflutet und sonnig. Dank der stattlichen Abstände zu den Nachbarhäusern ist eine vorzügliche Wohnqualität mit viel Privatsphäre garantiert. Diese Perle bietet Ihnen noch folgende Annehmlichkeiten:Die Wohnung verfügt über:Einbauschränke im EntréeOffenes Wohn- und EsszimmerMatt versiegeltem Eichenparkett in den SchlafräumenFeinsteinplatten in Wohnbereich, Küche & NasszelleNasszelle mit Badewanne/ Dusche/ WCBodentiefe FensterTerrasse mit 41 m2Eigene Waschmaschine + Tumbler im BadElektrisch betriebene LamellenstorenFussbodenheizungGrosszügiges KellerabteilLift über alle StockwerkeTiefgaragenplätze à CHF 120.-/mtl. mietbarSoll dies Ihr neues Zuhause sein?Dann vereinbaren Sie einen Termin für eine Wohnungsbesichtigung oder weitere Informationen unter 079 876 45 02 mit Herr Spezzacatena.Wir freuen uns auf Ihre Kontaktaufnahme.",True,False,True,False,False,True,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-madiswil/6993171
"4,5 Zimmer",145 m²,CHF 2900.—,CHF 2460.—,3074,Kräyigenweg 86,Muri b. Bern,2014,"An idyllischer und ruhiger Lage Nähe Muribad vermieten wir per 1. Juli 2022 oder nach Vereinbarung eine sehr grosse, helle und attraktive 4.5-Zimmer-Wohnung mit 145 m2 Wohnfläche.Die Wohnung überzeugt zudem mit folgenden Eigenschaften:sehr grosszügiger und heller Wohn- und Essbereich (60m2)grosse Fensterfrontenmatt versiegelter Parkett in der ganzen Wohnung1 grosses Badezimmer mit Badewanne1 Badezimmer mit moderner DuscheWaschmaschinenanschluss vorhandengrosszügige Küche mit Granitabdeckung und viel Abstellfläche2 Balkone mit Morgen- und Abendsonneviele Einbauschränke, zusätzlicher Abstellraum und KellerabteilRenoviert im Jahr 2014Auf Wunsch können Sie zusätzlich einen Einstellhallenplatz zum Mietzins von CHF 120.00 dazu mieten.Die Liegenschaft befindet sich an optimaler, sehr ruhiger und besonnter Lage und trotzdem ist die Autobahn in weniger als 1 Minute erreichbar.Haben wir Ihr Interesse geweckt!Rufen Sie uns noch heute an um einen Besichtigungstermin zu vereinbaren - wir freuen uns auf Ihren Anruf.",True,False,True,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-muri-b-bern/7024337
"3,5 Zimmer",60 m²,CHF 1210.—,CHF 1020.—,3422,Alpenweg 2,Alchenflüh,2014,"Das Haus mit sechs Wohnungen liegt etwas zurückversetzt von den befahrenen Strassen umgeben von einer Matte und einem grösseren Garten, ist aber trotzdem in unmittelbarer Nähe vom Bahnhof und Bus.An Interessent:innen mit grünem Daumen können Gartenbeete abgegeben werden (gratis).Es besteht die Möglichkeit einen Parkplatz (+30.-) zu mieten. Weiter gibt es auch die Optionen einen Schopf z.B. für Bikes (+40.-) oder einen kleineren Bastelraum/Büro (+40.-) zu mieten.Wir vermieten an Nichtraucher:Innen.Keller und Estrich.",True,True,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-alchenflueh/7105326
"3,5 Zimmer",87 m²,CHF 1250.—,CHF 1050.—,3177,Kreuzplatz 2,Laupen BE,2007,"Grosse, sorgfältig renovierte und komfortable 3.5-Zimmer-Wohnung.",True,True,False,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-laupen-be/7081967
"4,5 Zimmer",110 m²,CHF 2190.—,CHF 1940.—,3629,Dorfmatte 2,Kiesen,No information,"Per 15. November 2022 oder nach Vereinbarung vermieten wir eine wunderschöne 4.5-Zimmer Parterrewohnung im Eigentumsstandard an ruhiger und doch zentraler Lage. Die Wohnung bietet Ihnen folgende Vorzüge:Grosszügiger Grundriss mit Terrasse und grosser RasenflächeQualitativer Innenausbau in EigentumsstandardPlatten und Parkettböden mit Bodenheizung2 Badezimmer (1x Dusche, 1x Badewanne)Eigene Waschmaschine und TumblerZwei grosser KellerräumeSie werden die optimale Besonnung nicht nur in den hellen und modernen Wohnräumen mit bodentiefen Fenstern schätzen, sondern auch im eigenen Aussenbereich mit gedecktem Sitzplatz und eigener Rasenfläche. Der grosszügige, nach (Süd-) Westen ausgerichtete, sehr gepflegte Umschwung ist Ihnen zur Alleinbenützung zugewiesen.Auf dem gedeckten und zur Seite mit einer Markise geschützten Sitzplatz verbringen Sie schöne Stunden mit Familie und Freunden. Bequem und ohne Stufen gelangen Sie in Ihre Wohnung. Bei Bedarf nehmen Sie den Lift ins Untergeschoss zu den Einstellplätzen und zu den beiden grossen Kellerräumen. Ein Parkplatz (Carport) kann für CHF 90.- / Monat gemietet werden.Der Bahnhof Kiesen ist in weniger als 10 Minuten zu Fuss erreichbar. Zwei Mal stündlich bringt Sie der Zug nach Bern (’24) und Thun (’10). Das Postauto verkehrt stündlich in Richtung Oberdiessbach oder Münsingen. Ganz praktisch auch die nahegelegene Autobahnauffahrt (1.5 km) – Stau gibts auch in Stosszeiten kaum.Kiesen mit seinen 1000 Einwohnern hat seinen ländlichen Dorfcharakter behalten und ist umgeben von prächtigen Naherholungsgebieten. Das Naturschutzgebiet von nationaler Bedeutung entlang der Aare mit ihren Auenwäldern bietet viele Möglichkeiten zum Wandern, Spazieren, Wassersport treiben oder einfach nur zum gemütlichen Verweilen. Auch an der Rotache finden Sie viele gemütliche Bade- und «Brätli»-Stellen.In Kiesen kreuzen sich zwei nationale Velowanderrouten. Sie können Kiesen in alle Richtungen mit dem Fahrrad durchqueren. Die Velorouten eigenen sich auch gut für das Inlineskating. Spielen Sie Golf? Der schöne 9-Loch-Golfplatz befindet sich nur einen Kilometer entfernt.Hat das Objekt Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme und Ihre Besichtigung der Wohnung.",True,False,True,False,False,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-kiesen/7105355
"4,5 Zimmer",170 m²,CHF 2450.—,No information,3313,Binelweg 8,Büren zum Hof,2020,"Wir vermieten eine grosse 4,5 Zimmerwohnung angrenzend an Landwirtschaftszone mit grossem Sitzplatz und Garten.RBS-Station ist in 8 min, 600m erreichbar.Alle Zimmer mit Parkettboden und Bodenheizung. Grosse Terasse mit Fernsicht auf Berneralpen. Moderne zum Wohn und Esstisch offene Küche mit viel Stauraum.Zwei Badezimmer, ein Gäste-WC.Eigene Waschküche mit Waschturm.Grosses Kellerabteil.Zwei Gargen können je zu 125 CHF dazu gemietet werden.Keine Haustiere erlaubt.",True,False,True,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-bueren-zum-hof/7105352
"3,5 Zimmer",100 m²,CHF 1150.—,CHF 950.—,2720,Le Ténor 24,Tramelan,2022,"Joli appartement rénové avec cuisine bien équipée, grand salon avec terrasse, 2 chambres et salle des bains avec baignoire, cave et grenier.",True,True,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-tramelan/6948939
4 Zimmer,90 m²,CHF 1550.—,CHF 1300.—,3380,Beundenstrasse 6,Wangen an der Aare,2019,"Wunderschäne 4-Zimmer-Wohnung in 2-Familien-Haus im Grünen im 1. OG mit FussbodenheizungGarage mit 46m2 inkl. Bastelraum kann zugemietet werden (CHF 150.00/Monat)Badezimmer inkl. Waschmaschine und Tumbler (2 Jahre alt)In ruhigem Quartier und doch zentral gelegenSchöne Aussicht ins Grüne: Naherholungsgebiete Aare, JuraGrosse, moderne Küche mit Glaskeramik-Kochfeld und GeschirrspülerInklusive Keller- und EstrichabteilGartenmitbenützung möglichVermietung nur an Nichraucher, keine Haustiere",False,False,False,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-wangen-an-der-aare/7105334
"2,5 Zimmer",62 m²,CHF 1040.—,No information,3380,Städtli 10,Wangen an der Aare,No information,"Charmante, helle Dachwohnung mit Lichthof an ruhiger, zentraler Lage im Städtli an der Aare, schöner Blick auf Kirchareal.Schöner Wohnraum (Wohnzimmer, Schlafzimmer) und kleines Zusatzzimmer (6 m2), Küche, Bad, Waschturm, pflegeleichte Böden",False,False,False,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-wangen-an-der-aare/7099601
3 Zimmer,62 m²,CHF 1190.—,No information,3048,Löchliweg 51,Worblaufen,1960,"Worblaufen Besichtigung: Mittwoch, 18. Mai 2022, 19.30 Uhr - Bitte kommen Sie ohne Voranmeldung vorbei, wir zeigen Ihnen die Wohnung gerne.Die schöne Wohnung liegt an ruhiger Lage mit Blick auf die Aare. Die Küche verfügt über Geschirrspüler, die Geräte werden im Moment ersetzt. Ein schöner Balkon rundet das Angebot ab. Zur Wohnung gehören ein Keller und Estrich sowie ein Autoabstellplatz (CHF 40.00) sowie eine Garage (CHF 110.00) der dazu gemietet werden kann. (Die Bilder sind aus verschiedenen Wohnungen).",True,False,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-worblaufen/7104157
3 Zimmer,70 m²,CHF 1390.—,No information,3063,Worblentalstrassse 103,Ittigen,2022,"Besichtigung Mittwoch, 18. Mai 2022, 18.30 Uhr - Bitte kommen Sie ohne Voranmeldung vorbei.Die Wohnung wurde modern und komfortabel renoviert und ist für die Erstvermietung bereit. Helle Küche mit Geschirrspüler. Das Haus liegt an der Badhausstrasse, seitlich abgewandt zur Worblentalstrasse, d.h. trotz der zentralen Lage sehr ruhig. Ein Balkon und die Gartenmitbenutzung runden das Angebot ab. In nächster Nähe liegen der RBS-Bahnhof, die Einkaufmöglichkeiten Talgut-Zentrum und Migros. Innert weniger als 10 Minuten ist der Bahnhof Bern erreichbar. Ein Keller und ein Estrich gehören auch zum Objekt. Die Bilder sind aus verschiedenen Wohnungen.",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ittigen/7103273
"3,5 Zimmer",70 m²,CHF 1390.—,No information,3098,Schwarzenburgstrasse 328,Köniz,1966,"Besichtigung: DO 19, Mai 2022, 18.45 Uhr und MO 23. Mai 202, 18.45 Uhr - bitte bei Fam. Stojkovic läutenDie helle, gut konzipierte Wohnung liegt zentral vis-à-vis vom Schloss Köniz, der ÖV und die Einkaufsmöglichkeiten sind in nächster Nähe. Die Zimmer verfügen über Laminatböden. Der Balkon bietet genügend Platz für einen Esstisch. Die offene Küche ist mit Geschirrspüler ausgestattet, das Badezimmer ist zweckmässig eingerichtet. Zur Wohnung gehört ein Réduit und ein Keller. (Die Fotos sind aus verschiedenen Wohnungen).",True,False,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-koeniz/7052253
"3,5 Zimmer",73 m²,CHF 1330.—,CHF 1130.—,4900,Lagerweg 8,Langenthal,2009,"Die Lage Die gepflegte Überbauung am Stadtrand von Langenthal umfasst drei dreistöckige Mehrfamilienhäuser und ein Hochhaus mit 12 Etagen. Viele Einkaufsmöglichkeiten bietet Ihnen das Stadtzentrum von Langenthal, welches bequem mit dem Bus in ca. 15 Minuten erreichbar ist. In der Nähe des Lagerwegs hat es eine Coop Pronto Tankstelle mit Produkten für den täglichen Bedarf. Mit dem Bus erreichen Sie den Hauptbahnhof Langenthal in nicht mal fünf Minuten. Die Autobahnauffahrt Niederbipp A1 ist in 10 - 15 Fahrminuten entfernt. Der Kindergarten ist nur in wenigen Gehminuten erreichbar. Das Schulzentrum Kreuzfeld mit Ober- und Unterstufe ist ca. 20 Fussminuten entfernt.Rundgang durch Ihre Wohnung Der Eingangsbereich verfügt über praktische Einbauschränke, welche für zusätzlichen Stauraum sorgen. Die offene, moderne Küche ist in elegantem weiss gehalten. Der Wohn-/Essbereich sowie alle Zimmer sind mit schönen Eichenparkett ausgestattet. Auf dem Balkon, mit Blick in die Weite, geniessen Sie schöne Sommerabende.KücheGeschirrspüler, GlaskeramikherdKühlschrank mit sep. Tiefkühlfächer2 ZimmerBadezimmer mit BadewanneBalkonKellerLift vorhandenDetails Einstellhallenplatz kann für CHF 95.00 mtl. dazu gemietet werden. Für die Kinder hat es einige Spielmöglichkeiten und genügend Rasenfläche vorhanden.Anrufen. Besichtigen. Mieten. Möchten Sie mit Weitsicht wohnen? Wir freuen wir uns auf Ihre Kontaktaufnahme!Julian Cucchiara058 280 34 88julian.cucchiara@helvetia.chAls Mieter von Helvetia profitieren Sie von 50% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!!Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/immobilien",True,True,True,True,False,True,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-langenthal/7087758
1 Zimmer,34 m²,CHF 870.—,CHF 760.—,3006,Ostring 25,Bern,1989,"Die Lage Die Wohnung befindet sich im Ostringquartier in ruhiger Umgebung. In drei Minuten erreichen Sie die Tramhaltestelle ""Burgerenziel"". Verschiedene Einkaufsmöglichkeiten und Dienstleistern erreichen Sie ebenfalls bequem zu Fuss. Zur Erholung erreichen Sie den Egelsee in wenigen Schritten.Ein Rundgang durch Ihre Wohnung Auf diesen 34m2 können Sie Ihrer Kreativität freien Lauf lassen und sich einrichten. Dank der intelligenten Raumaufteilung verfügt die Wohnung über ein charmantes und geräumiges Zimmer und einen separaten Eingangsbereich mit Stauraum. Die separate Küche ist hell und geräumig.Weiter bietet Ihnen diese Wohnung folgende Vorzüge:·abgeschlossene Küche·ganze Wohnung mit Parkettboden·Badezimmer mit Badewanne·Eingangsbereich mit Garderoben und Wandschrank·KellerDetails Ein Einstellplatz in der Tiefgarage kann auf Wunsch dazu gemietet werden.Es ist kein Lift vorhanden.anrufen. besichtigen. mieten. Die Besichtigung findet wie folgt statt:Freitag, 13. Mai 2022, zwischen 16.00 Uhr bis 17.00 UhrBitte klingeln Sie bei Frau Rizvic.Bei Fragen dürfen Sie gerne auf uns zukommen:Lara Bühlmann058 280 74 10lara.buehlmann@helvetia.chAls Mieter von Helvetia profitieren Sie von 50% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/mieteBei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.",False,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7076537
"4,5 Zimmer",94 m²,CHF 2000.—,CHF 1850.—,3084,Nesslerenweg 48,Wabern,2016,"Die Lage Die Wohnüberbauung Nessleren liegt im grünen Könizer Ortsteil Wabern. Die Lage ist optimal - ob es Sie ins Herz der Stadt Bern zieht oder in die unberührte Natur. Ab Kleinwabern am westlichen Ende der Nessleren fährt der Ortsbus mit Umsteigemöglichkeit auf die Tramlinie 9 ins Stadtzentrum. Alle Einkäufe des täglichen Bedarfs können Sie bequem gleich nebenan im ""Zentrum Chly Wabere"" erledigen.Ein Rundgang durch Ihre Wohnung Auf 94 m² lässt es sich in der im 2016 neu erstellten Wohnung gut leben. Die offene, moderne Küche sowie der grosszügige Wohn- und Schlafbereich verfügt über einen schönen Eichenparkettboden. Das Bad ist mit stylischen Keramikplatten ausgestattet.moderne KücheWohnzimmergrosses Schlafzimmerzwei zusätzliches ZimmerBadezimmer mit BadewanneBadezimmer mit DuscheEigene Waschmaschine und Tumbler im Kellergrosszügige Loggia (10 m2)Garderobemit LiftKellerabteilDetails Ein Einstellhallenplatz kann zu CHF 125.00 pro Monat dazu gemietet werden. In der Nessleren erwartet Sie familienfreundliches, natur- und zentrumsnahes Wohnen mit Quartiercharme.Besichtigen. Mieten. Die Besichtigung findet wie folgt statt:Samstag, 14. Mai 2022 zwischen 10.00 Uhr und 10.30 UhrBitte klingeln Sie bei Jäggi / Zurbuchen.Bei Fragen dürfen Sie gerne auf uns zukommen:Lara Bühlmann058 280 74 10lara.buehlmann@helvetia.chAls Mieter von Helvetia profitieren Sie von 50% Rabatt auf Ihre erste Jahresprämie für ausgewählte Helvetia Versicherungsprodukte!Weitere interessante Mietobjekte finden Sie unter: www.helvetia.ch/mieteBei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich",False,True,True,False,True,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-wabern/7076536
