rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,url_immoscout,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher
4.5,100.0,1590,1320,3113,Bahnhofmatte 9,Rubigen,1974,Bäckerei VOLG Drogerie Poststelle und Bahnhof sind in nächster Nähe - verkehrstechnisch bestens erschlossenWir vermieten per Sofort oder nach Vereinbarung eine helle und geräumige 41/2-Zimmerwohnung im Hochparterre- die Wohnung ist lichtdurchflutet - frisch sanierte Küche mit Glaskeramikkochfeld Geschirrspüler Granitabdeckung und grossem Kühlschrank - Badezimmer mit Badewanne - separates WC - gesamte Wohnung mit Plattenboden - ganze Wohnung ist frisch gestrichen - Wohnzimmer mit Essplatz - Wohnung verfügt über einen grossen sonnigen Balkon - persönliches grosses Kellerabteil vorhanden - Haustiere sind erlaubt - ein Einstellhallenplatz kann für monatlich Fr. 80.00 dazu gemietet werden,https://www.immoscout24.ch/de/d/wohnung-mieten-rubigen/7049649,True,True,False,False,False,False,False,False,False
4.5,95.0,1690,1420,3072,Alpenstrasse 6 b,Ostermundigen,0,Zentrale Lage - Einkaufsmöglichkeiten und öV in der Nähe - Lift vorhandenGrosse offene Küche mit Glaskeramikherd Granitabdeckung und Geschirrspüler - Bad mit Badewanne und Doppellavabo - separates WC - Entrée Korridor Bad und Küche mit Plattenboden - Wohnzimmer und Essplatz mit Parkettboden - Schlaf- und Kinderzimmer mit Laminatboden - Korridor mit Garderobe und Einbauschrank - Das Reduit bietet zusätzlichen Stauraum - Balkon - Kellerabteil - Autoeinstellhallenplätze können für mtl. Fr. 120.00 dazu gemietet werden,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/7049646,True,False,True,False,False,False,False,False,False
4.5,95.0,1670,1370,2557,Mattenweg 21,Studen BE,0,In gepflegter Liegenschaft an sonniger und ruhiger Wohnlage vermieten wir eine sanierte helle 4.5-Zimmer-Wohnung im 2. Obergeschoss.Studen liegt am Fusse des Jäissbergs im Herzen des Berner Seelands auf der Achse Bern-Lyss-Biel. Die Zentren Lyss und Biel sind in wenigen Minuten bequem erreichbar.Die Liegenschaft liegt an einer gut unterhaltene Infrastruktur und ist durch Bahn Bus und Strasse bestens erschlossen.,https://www.immoscout24.ch/de/d/wohnung-mieten-studen-be/7036696,True,True,False,False,False,False,False,False,False
2.5,62.5,1450,1200,3012,Seidenweg 5,Bern,0,Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine 2.5-Zimmer-Wohnung an sehr zentraler Lage. Das Objekt verfügt über:ein abschliessbares Zimmer - eine geschlossene Kücheein grosses Wohnzimmerein Badezimmer mit DuscheDurch die zentrale Lage der Liegenschaft haben Sie einen guten ÖV-Anschluss sowie Einkaufsmöglichkeiten in unmittelbarer Nähe.Haben wir Ihr Interesse geweckt? Wir stehen Ihnen gerne zur Verfügung um allfällige Fragen zu beantworten oder einen Besichtigungstermin zu vereinbaren.Achtung. Eigenwerbung: Sie ziehen in eine Mietwohnung und benötigen Unterstützung für den bestmöglichen Verkauf Ihrer Immobilie? Kontaktieren Sie die,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7032754,False,False,True,False,False,False,False,False,False
2.5,78.0,1596,1385,3072,Bernstrasse 117,Ostermundigen,2016,"Wir vermieten eine 2.5-Zimmer-Wohnung mit folgenden Vorzügen:Die Wohung steht bereits per sofort oder nach Vereinbarung zur VerfügungLichtdurchflutete offene Räume mit LoftcharakterDurchdachter GrundrissFugenloser Bodenbelag in edlem GrauModerne Küche mit GS und GKDusche/WC mit schönen PlattenEigener Waschturm in der WohnungSonniger BalkonKellerabteilEinstellhallenplätze à CHF 130./Monat können dazu gemietet werdenNoch mehr Überzeugung? Diese finden Sie hier: www.sommerrain.chDie Überbauung bietet sehr viele Annehmlichkeiten wie:Für MieterInnen grossartige Mobility Vorteile 1 Jahr GRATIS (2 Autos vor Ort)Bushaltestelle ""Sportplatzweg"" Linie 10 (15 Minuten bis Bern Hauptbahnhof)Autobahnzubringer ""Wankdorf"" in 8 Minuten Fahrzeit zu erreichenIm Haus: LIDL Fitness B-FitGlasfasernetz in den WohnungenBesuchen Sie uns auf www.sommerrain.chWir freuen uns auf Ihre Kontaktaufnahme und beraten Sie gerne!",https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/6997969,True,False,True,False,False,False,False,False,False
3.0,84.0,2990,2780,3011,Bärenplatz 9 Käfiggässchen 10,Bern,0,Auf Sommer 2022 entstehen am Bärenplatz in Bern im Herzen der Schweizer Hauptstadt 15 exklusive Appartements mit einzigartigem Flair. Nebst der ausgezeichneten Lage und den sorgfältig ausgewählten Materialien wissen die Stadtwohnungen auch mit geschichtsträchtigen Details zu überzeugen.Weitere Infos kurz zusammengefasst:Hochwertige z.T. historische und restaurierte MaterialienGarderobe im EingangsbereichEinbauschränke im DachgeschossUmluftkühlung im Dachgeschossgemeinsame Terrasse mit Blick auf das BundeshausWeitere Informationen detaillierte Kurzbaubeschriebe sowie das gesamte Wohnungsangebot finden Sie auf unserer Projekthomepage www.bärenplatz.ch.Wir freuen uns auf Sie!*Bei den Visualisierungen handelt es sich um Musterfotos die lediglich den Ausbaustandard darstellen. Die genaue Raumaufteilung entnehmen Sie den jeweiligen Grundrissplänen.,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-bern/6969258,False,False,False,False,False,False,False,False,False
2.0,39.0,1660,1550,3011,Bärenplatz 9 Käfiggässchen 10,Bern,0,Auf Sommer 2022 entstehen am Bärenplatz in Bern im Herzen der Schweizer Hauptstadt 15 exklusive Appartements mit einzigartigem Flair. Nebst der ausgezeichneten Lage und den sorgfältig ausgewählten Materialien wissen die Stadtwohnungen auch mit geschichtsträchtigen Details zu überzeugen.Weitere Infos kurz zusammengefasst:Hochwertige z.T. historische und restaurierte MaterialienGarderobe im EingangsbereichEinbauschränke im DachgeschossUmluftkühlung im Dachgeschossgemeinsame Terrasse mit Blick auf das BundeshausWeitere Informationen detaillierte Kurzbaubeschriebe sowie das gesamte Wohnungsangebot finden Sie auf unserer Projekthomepage www.bärenplatz.ch.Wir freuen uns auf Sie!*Bei den Visualisierungen handelt es sich um Musterfotos die lediglich den Ausbaustandard darstellen. Die genaue Raumaufteilung entnehmen Sie den jeweiligen Grundrissplänen.,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-bern/6969257,False,False,False,False,False,False,False,False,False
3.0,101.0,3700,3450,3011,Bärenplatz 27 Käfiggässchen 26,Bern,0,Auf Sommer 2022 entstehen am Bärenplatz in Bern im Herzen der Schweizer Hauptstadt 15 exklusive Appartements mit einzigartigem Flair. Nebst der ausgezeichneten Lage und den sorgfältig ausgewählten Materialien wissen die Stadtwohnungen auch mit geschichtsträchtigen Details zu überzeugen.Weitere Infos zu den Etagenwohnungen kurz zusammengefasst:Hochwertige z.T. historische und restaurierte MaterialienDachterrasse zur gemeinsamen Nutzung mit Blick auf das BundeshausWohnungen mit Blick auf den BärenplatzReduit mit Waschturm zur exklusiven Nutzung auf der EtageGrosszügige Zimmer mit z.T. EinbauschränkenWeitere Informationen detaillierte Kurzbaubeschriebe sowie das gesamte Angebot finden Sie auf unserer Projekthomepage www.bärenplatz.ch.Wir freuen uns auf Sie!*Bei den Visualisierungen handelt es sich um Musterfotos die lediglich den Ausbaustandard darstellen. Die genaue Raumaufteilung entnehmen Sie den jeweiligen Grundrissplänen.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6969256,False,False,False,False,False,False,False,False,False
3.5,85.0,1750,1470,3604,Länggässli 5,Thun,2022,Wir vermieten per 1. August 2022 eine attraktive 3.5-Zimmer-Wohnung an zentraler und trotzdem ruhiger Lage in Thun.Ihr neues Zuhause bietet Ihnen folgende Vorzüge:Hochwertig sanierte Küche mit Granitsteinabdeckung Steamer Geschirrspüler und kombiniertem Kühl-/ GefrierschrankSep. WC sowie Badezimmer sind mit neueren kermischen Platten versehenKorridor Wohn- und Essbereich sowie alle Schlafzimmer verfügen über einen schönen ParkettbodenbelagPraktische und gefällige RaumaufteilungEinbauschränke im Eingangsbereich sowie Korridor bieten Ihnen zusätzlichen StauraumReduit2 Balkone mit optimaler Ausrichtung und toller Besonnung.Die Liegenschaft verfügt über einen AufzugGrosses KellerabteilKurze Wegstrecken für alle täglichen GegebenheitenIdeale Verbindung zum Autobahnanschluss Thun-SüdEinstellhallenplatz Fr. 100.00/Mt.Haben wir Ihr Interesse geweckt? Wir freuen uns darauf Ihnen das Mietobjekt persönlich vorstellen zu dürfen und freuen uns über Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/6963419,True,False,True,False,False,False,False,False,True
2.0,64.0,1160,1000,3422,Jurastrasse 11,Alchenflüh,2013,Der erste Nettomietzins ist GRATIS für Sie!Suchen Sie eine moderne und ruhig gelegene Wohnung? Dann haben wir genau das Richtige für Sie!(Fotos typähnlich)Parkett und PlattenbodenDachfensterTäfer DeckeKein BalkonOffene Küche mit Glaskeramikherd und GeschirrspülerModernes BadezimmerNähe ÖV und Einkauf (Einkaufsmeile Lyssach 1km entfernet)Besichtigen Sie die Wohnung bequem von Zuhause mittels im Onlineinserat eingefügtem 360°-Rundgang.Bewerben Sie sich jetzt Online bei uns unter:www.mywincasa.ch/bewerbenIhr Bewerbungscode: 10288.02.0301Zögern Sie nicht wir freuen uns auf Ihre Anfrage!,https://www.immoscout24.ch/de/d/wohnung-mieten-alchenflueh/6958112,False,True,False,True,False,False,False,False,False
3.5,70.0,1392,1172,3123,Mühlestrasse 62,Belp,1970,Sonnige ruhige und kinderfreundliche Lage - öV und Schulen in der Näheschöne Wohnung mit sanierter Küche - Glaskeramik Geschirrspüler und grosser Kühlschrank in Küche - Wohnzimmer mit Parkett - Zimmer mit Laminat - grosses Badezimmer mit Badewanne - Keller- und Estrichabteil,https://www.immoscout24.ch/de/d/wohnung-mieten-belp/6944269,True,False,False,False,False,False,False,False,False
4.5,115.0,2550,2250,3032,Hausmatte 4,Hinterkappelen,0,Wir vermieten per sofort oder nach Vereinbarung eine schöne helle 4.5-Zimmer Attikawohnung in Hinterkappelen. Diverse Einkaufsmöglichkeiten sind in unmittelbarer Nähe.Die wichtigsten Details der Wohnung:grosszügige Attika-Terrasse rund um die WohnungEigener Zugang mit dem Lift oder über das Treppenhausganze Wohnung mit Parkett- und PlattenbodenBadezimmer mit DuscheBadezimmer mit BadewanneOffene helle KücheKeller mit eigenem WaschturmDie Wände und Decke der Wohnung werden gestrichen.Haben wir Ihr Interesse geweckt? Kontaktieren Sie uns via Kontaktformular oder unter 031 959 59 60.,https://www.immoscout24.ch/de/d/attikawohnung-mieten-hinterkappelen/6937890,True,False,True,False,False,True,False,False,False
4.5,120.0,2350,2000,3014,Winkelriedstrasse 34,Bern,1954,zentrale Lage - Einkaufsmöglichkeiten öV und Schulen in direkter NäheHelle Wohnung mit attraktivem Grundriss - Küche mit Granitabdeckung Glaskeramikherd Geschirrspüler Backofen auf Sichthöhe und vielen Schränken - Badezimmer mit Doppellavabo und Unterbaumöbel Doppelspiegelschrank Badewanne und Dusche - sep. WC - eigenes Kombigerät Waschmaschine/Tumbler befindet sich in der Wohnung - Küche und Badezimmer mit Plattenboden - sämtliche Zimmer mit hochwertigem Parkettboden - die ganze Wohnung wird neu gestrichen - kein Balkon - Keller- und Estrichabteil - zwei Hallenplätze kann zu je mtl. Fr. 120.00 hinzu gemietet werden,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6935139,False,False,True,False,False,False,False,True,False
3.0,62.0,1170,970,2504,Südstrasse 38-46,Biel/Bienne,1998,In der grünen Oase im Zentrum von Biel-Mett vermieten wir nach Vereinbarung diese Wohnung welche mit folgender Ausstattung überzeugt:Parkettboden in allen Zimmern Plattenboden in Küche und BadezimmerKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkonLift oder sportliche Betätigung beim TreppensteigenKellerabteilHaben Sie ein Auto? Dieses findet für CHF 115.- pro Monat in der Einstellhalle einen Unterschlupf.Ruhig und Grün und trotzdem in wenigen Minuten in der Stadt? Diesen Wunsch können wir erfüllen. Die beiden in der Überbauung wohnhaften Hauswarte sorgen für die nötige Pflege der Liegenschaft. In 5 min zu Fuss von hier erreichen Sie ein Coop Migros das Bistro-Mett Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.************************Dans l'oasis de vert au centre de Mâche nous louons cet appartement sur rendez-vous qui vous convaincra avec l'équipement suivant :Parquet dans toutes les pièces carrelage dans la cuisine et la salle de bains.Cuisine avec lave-vaisselle et cuisinière en vitrocéramiqueSalle de bain avec baignoireBalconAscenseur ou activité sportive lors de la montée des escalierscompartiment de caveVous avez une voiture ? Elle peut être garée dans le garage pour 115.- CHF par mois.Calme et vert et pourtant à quelques minutes de la ville ? Nous pouvons réaliser ce souhait. Les deux concierges qui vivent dans le complexe s'occupent de l'entretien nécessaire de la résidence. En 5 minutes à pied vous pouvez atteindre une Coop Migros le Bistro-Mett une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également à 5 minutes l'arrêt de bus est devant la maison.Êtes-vous intéressé ? Nous sommes impatients d'avoir de vos nouvelles.Les photos sont des exemples de photos qui illustrent la norme de développement. La disposition exacte des pièces peut être vue dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6923731,True,False,True,False,False,False,False,False,False
3.0,55.0,1200,1000,3072,Bernstrassse 151,Ostermundigen,0,Wir vermieten per sofort oder nach Vereinbarung eine schöne 3-Zimmerwohnung an zentraler Lage an der Bernstrase 151 in Ostermundigen.Die Wohnung verfügt über:helle Küche mit Glaskeramikkochfeld GeschirrspülerBadezimmer mit BadewanneParkettboden in Wohnzimmer Schlaf- und KinderzimmerBalkonEinbauschränke im Korridor-Garage à CHF 140.00 / Monat kann dazu gemietet werdenHaben wir Ihr Interesse geweckt? Dann melden Sie sich bei uns für einen Besichtigungstermin.Wir freuen uns auf Ihre Kontaktaufnahme!,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/6906268,True,False,False,False,False,False,False,False,True
3.0,56.0,1350,1150,3072,Flurweg 32,Ostermundigen,1959,Die Wohnung befindet sich an sonniger ruhiger und dennoch zentraler Lage. Die Umgebung ist kinderfreundlich. Öffentliche Verkehrsmittel Einkaufsmöglichkeiten sowie Schulen sind nicht weit entfernt.In der Wohnung sind Laminat- Platten- und Parkettböden verlegt. Ein Balkon ein Keller sowie ein Estrichabteil gehören zur Wohnung. Eine Garderobe ist in der Wohnung enthalten. Die Garderobe im Eingangsbereich bietet zusätzlichen Stauraum.,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/6899777,True,False,False,False,False,False,False,False,False
1.0,25.0,800,680,3250,Blaumatt 3,Lyss,1961,Diverse Einkaufsmöglichkeiten sowie die öffentlichen Verkehrsmittel befinden sich in der NäheWir vermieten per sofort oder nach Vereinbarung eine 1- Zimmerwohnung im 1. Stock mitte. Die Küche ist mit Plattenboden verlegt. Das Bad mit Dusche ist mit Plattenboden verlegt. Im Zimmer und Korridorbereich ist Laminatboden verlegt. Ein Balkon Keller- und Estrichabteil gehören zu der Wohnung dazu.,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/6870336,True,False,False,False,False,False,False,False,False
3.5,67.0,1220,990,2504,Schollstrasse 19,Biel/Bienne,1998,Nach Vereinbarung vermieten wir direkt am Waldrand gelegen diese helle Wohnung.Parkettboden in allen Zimmern Plattenboden in Küche und BadezimmerKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkon mit toller WeitsichtLift oder sportliche Betätigung beim TreppensteigenKellerabteilHaben Sie ein Auto? Dieses findet für CHF 115.- pro Monat in der Einstellhalle einen Unterschlupf.Ruhig und Grün und trotzdem in wenigen Minuten in der Stadt? Diesen Wunsch können wir erfüllen. Die beiden in der Überbauung wohnhaften Hauswarte sorgen für die nötige Pflege der Liegenschaft. In 5 min zu Fuss von hier erreichen Sie ein Coop Migros das Bistro-Mett Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.*************************************Nous louons par arrangement cet appartement lumineux situé directement à la bordure de la forêt.Parquet dans toutes les pièces carrelage dans la cuisine et la salle de bains.Cuisine avec lave-vaisselle et cuisinière en vitrocéramiqueSalle de bain avec baignoireBalcon avec une vue imprenableAscenseur ou activité sportive lors de la montée des escalierscompartiment de caveVous avez une voiture ? Elle peut être garée dans le garage pour 115.- CHF par mois.Calme et vert et pourtant à quelques minutes de la ville ? Nous pouvons réaliser ce souhait. Les deux concierges qui vivent dans le complexe s'occupent de l'entretien nécessaire de la résidence. En 5 minutes à pied vous pouvez atteindre une Coop Migros le Bistro-Mett une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également à 5 minutes l'arrêt de bus est devant la maison.Êtes-vous intéressé ? Nous sommes impatients d'avoir de vos nouvelles.Les photos sont des exemples de photos qui illustrent la norme de développement. La disposition exacte des pièces peut être vue dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6796676,True,False,True,False,False,False,False,False,False
2.0,45.0,1100,969,4538,Niederbippstrasse 9D,Oberbipp,0,Tinyaus von bbone für Ein- bis ZweipersonenhaushaltWohnzimmer mit offener Zwischendecke FernsehschrankKüche mit Glaskeramikinduktion-Kochfeld Backofen mit integrierter Mikrowelle Einbaukühlschrank und GeschirrspülerSchlafzimmerBadezimmer mit Dusche Lavabo und WCWaschmaschine/TumblerSitzplatzParkplatz CHF 80.00/MonatAngebot Haus Nr. 9C: vermietetHaus Nr. 9D: verfügbarHaus Nr. 9E: vermietetHaus Nr. 9F: vermietet,https://www.immoscout24.ch/de/d/einfamilienhaus-mieten-oberbipp/6614974,False,False,False,True,False,False,False,True,False
4.5,110.0,1755,1520,3360,Amelie Moser-Strasse 2,Herzogenbuchsee,0,Wir vermieten per 1. September 2021 oder nach Vereinbarung eine schöne helle 4.5-Zimmer-Wohnung im 1. Obergeschoss an der Amelie Moser-Strasse 2 in Herzogenbuchsee.Die offene Küche verfügt über einen Glaskeramikherd Granitabdeckung sowie einen Geschirrspüler. Die Zimmer sind mit Parkett ausgestattet in Bad und Küche findet sich Plattenboden. Ein grosszügiger Balkon sowie ein Kellerabteil gehören zu der Wohnung dazu. Das Bad ist ausgestattet mit einer Badewanne sowie einer zusätzlichen Dusche. Ein zweites separates WC ist ebenfalls vorhanden.Ein Einstellhallenplatz kann für CHF 120.00/Monat dazugemietet werden.Haben wir Ihr Interesse geweckt? Gerne stehen wir Ihnen für weitere Auskünfte sowie eine unverbindliche Besichtigung zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!Bei den Bildern handelt es sich um Beispielbilder; Abweichungen sind möglich.Achtung. Eigenwerbung: Sie ziehen in eine Mietwohnung und benötigen Unterstützung für den bestmöglichen Verkauf Ihrer Immobilie? Kontaktieren Sie die Dr.Meyer Immobilien AG für eine unverbindliche Offerte - wir sind gut darin.,https://www.immoscout24.ch/de/d/wohnung-mieten-herzogenbuchsee/6537044,True,True,True,False,False,False,False,False,False
3.5,90.0,1630,1380,4912,Schmidtenweg 4,Aarwangen,2020,Wir vermieten per 01. August 2022 oder nach Vereinbarung eine 3.5-Zimmerwohnung im 1. OG.Die Liegenschaft ist zentral gelegen. Öffentliche Verkehrsmittel sind unmittelbar zu erreichen. das Stadtzentrum von Langenthal mit diversen Einkaufsmöglichkeiten ist in wenigen Fahrminuten erreichbar.Die Wohnung verfügt über:hochwertiger matt versiegelter Eichenparkettbodengrosse und offene Küche mit Granitabdeckung Geschirrspüler und Induktionsherdeigener Waschturm im Kellerabteilelektrisch betriebene Sonnenstorengrosser BalkonKellerabteil mit grosszügigem StauraumGarderobenschrank im EingangsbereichHaben wir Ihr Interesse geweckt?Kontaktieren Sie uns für einen unverbindlichen Besichtigungstermin.,https://www.immoscout24.ch/de/d/wohnung-mieten-aarwangen/6485805,True,True,True,False,False,True,False,False,False
3.5,87.5,1350,1050,2502,Schmiedweg 8,Biel/Bienne,2021,Wir vermieten ab August eine3.5-Zimmerwohnung in Biel nähe Zentrum und Einkaufsmöglichkeiten.Nous louons à partir d'août  un appartement de 3.5 pièces à Bienne proche du centre et des magasins.Die Wohnung verfügt über / l'appartement dispose de:Parkett- und Plattenboden / Sols en parquet et carrelagesModerne Küche mit Glaskeramik und Geschirrspüler / Moderne cuisine avec vitrocéramique et lave-vaisselleNeues Badezimmer / Nouvelle salle de bainGemütlicher Balkon / BalconGrosses Schlafzimmer / Grande chambre à coucherLift / AscenseurKeller / CaveEinstellhalle / Halle souterraine,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6462108,True,False,True,False,False,False,False,False,True
2.5,48.0,1120,950,2502,Untergasse 45,Biel/Bienne,0,Sonnige und zentrale Lage nähe öV und EinkaufsmöglichkeitenWir vermieten per 01.08.2022 oder nach Vereinbarung eine 2.5 -Zimmerwohnung an der Untergasse 45. Die Liegenschaft ist sehr zentral und befindet sich in der Nähe vom Stadtzentrum. Die öffentlichen Verkehrsmittel sind in ein paar Gehminuten erreichbar. Die Liegenschaft verfügt zudem über einen neuen Lift. Zu der Wohnung gehört ebenfalls ein Estrichabteil. Die Bilder können Abweichungen zur Wohnung zeigen.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6450388,False,False,True,False,False,False,False,False,False
1.0,25.0,810,690,3008,Murtenstrasse 17,Bern,1966,Per 1. Juli 2022 vermieten wir im 3. OG ein Studio mit:Küche und EinbauschrankLaminatbodenBad mit Lavabo/WC/BadewanneBalkonkleines Kellerabteil.Die Liegenschaft befindet sich in der Nähe des Inselspitals. Die öffentlichen verkehrsmittel erreichen Sie in nur wenigen Gehminuten.Bei Interesse besteht die Möglichkeit einige Möbel / Einrichtungsgegenstände in Vereinbarung mit der aktuellen Mieterin zu übernehmen.Haben wir Ihr Interesse geweckt? Gerne können Sie sich für einen Besichtigungstermin anmelden indem Sie uns eine Anfrage senden und in der automatischen Antwort einen Termin auswählen.Wir freuen uns auf Ihre Kontaktaufnahme!,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6430554,True,False,True,False,False,False,False,False,False
3.0,90.0,1530,1380,2502,General Dufour Strasse 164,Biel/Bienne,0,Sie interessieren sich für eine ausgefallene Altbauwohnung an beliebter Lage nahe Stadtzentrum und Stadtpark?Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine grosseTOP-sanierte 3 1/2- Zimmerwohnung im 1.OG mit Balkon und Gemeinschaftsgarten**Die Highlights der Wohnung sind:ca.90 m2Küche mit Geschirrspüler/Glaskeramik Granitabdeckung und grossem Kühlschrankriesige RäumeSchöner Parkettböden in allen ZimmernPlattenböden durchgehend im EingansbereichKüche und Dusche/WCEigentumsstandart**Öffentliche Verkehrsmittel Einkaufsmöglichkeitem Restaurants/Bars Kino etc. sind in unmittelbarer Nähe.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6420836,True,True,False,False,False,False,False,False,True
1.0,18.0,770,640,3012,Seidenweg 4,Bern,1922,Die kleine aber feine Wohnung befindet sich im beliebten Länggass-Quartier und nächster Nähe zur Unitobler. Öffentliche Verkehrsmittel zahlreiche Einkaufsmöglichkeiten sowie charmante Cafés und Restaurants befinden sich in nächster Nähe.helle Wohnung im Zentrum der Länggasse - Kochnische mit Gasherd - grosser Einbauschrank - Bad mit Sitzwanne - ganze Wohnung mit Laminatboden - Kellerabteil - Balkon,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6408250,True,False,True,False,False,False,False,False,False
3.5,69.0,1450,1220,3113,Hölzliackerstrasse 31,Rubigen,2019,Per 01.06.2022 vermieten wir diese schöne und helle 3.5-Zimmerwohnung.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszelle mit pflegeleichtem PlattenbodenOffene Küche mit Glaskeramikherd Backofen Geschirrspüler und viel Stauraum für Ihre KüchenutensilienHelles Badezimmer mit WC Lavabo Spiegelschrank und BadewanneGemütlicher Balkon zum VerweilenWaschküche und Trockenraum zur MitbenutzungVeloraum zur MitbenutzungLift vorhandenDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Umgebung:Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer NäheDer Öffentliche Verkehr ist unweit von der Liegenschaft entferntKindergarten Primar- und Oberstufenschule sind in wenigen Gehminuten erreichbarBitte beachten Sie dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.,https://www.immoscout24.ch/de/d/wohnung-mieten-rubigen/6345888,True,True,True,False,False,False,False,False,False
3.5,87.5,1600,1400,2503,Rainstrasse 35 / 37,Biel/Bienne,0,Die Wohnung liegt an idealer Lage öffentlicher Verkehr und Einkaufsmöglichkeiten sind zu Fuss leicht erreichbar.Die Wohnung verfügt über:neue Küche mit GlaskeramikHelle grossflächige ZimmerNeuwertige BodenbelägeGemütlicher Balkon mit Aussicht ins GrüneNach Wunsch kann ein Garagenplatz dazu gemietet werdenNächster Besichtigungstermin: Dienstag 17.05.2022 zwischen 12.00 und 12.30 Uhr,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6299190,True,False,True,False,False,False,False,False,False
2.5,62.5,1350,1195,3600,Frutigenstrasse 33,Thun,0,No information,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/6216962,False,False,False,False,False,False,False,False,False
3.0,59.0,1600,1450,3018,Mühledorfstrasse 4,Bern,2017,Ihr neues Zuhause mit sensationeller möblierter Dachterrasse erwartet Sie schon!Per 1.7.2022 oder nach Vereinbarung vermieten wir diese moderne 3-Zimmerwohnung im 2. Stock.Auf folgendes dürfen Sie sich in Ihrem neuen Zuhause freuen:Grosszügige möblierte Dachterrasse mit dem Blick über BernGarderobe inkl. zwei grosse Einbauschränke im Eingangsbereichdie Wohnung ist mit einem Vinyl in Parkettoptik ausgestattetpraktische Küche mit Kombi-Backofen (inkl. Mikrowellenfunktion) Kühlschrank mit grossem Tiefkühlfach und GeschirrspülerLiftWG's sind willkommenHeller und praktischer GrundrissPost-Box - da bleibt zukünftig der Weg zur Post erspart!Nahe ist Ihnen nicht nahe genugDie Lage ist perfekt. Von Tür bis zum Haupt Bahnhof sind Sie in 7 Minuten. Einkaufsmöglichkeiten Sportplätze Restaurants und das Shopping-Paradies Westside sind in unmittelbarer Gehdistanz.Das nahgelegene Frei- und Hallenbad Weyermannshaus ist der beliebte Treffpunkt im Sommer sowie im Winter. Das grösste Freibad der Schweiz ist ein zentraler Ort für Beach Soccer-Spieler Boccia-Begeisterte und Wasserraten.Gerne stehen wir Ihnen für weitere Fragen oder einem Beratungstermin zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme!Bilder und tour stammen von einer typengleichen Wohnung.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6050987,False,True,True,False,True,False,False,False,False
